,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
5774,jxs,University of California Berkeley,UNIV,United States of America,True,280000.0,0.0,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Molecular and Cell Biology,Berkeley
5775,ygaray,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",Computer science,Berkeley
5776,adamj,ParaTools Inc.,SMBUS,United States of America,True,500.0,0.0,3000.0,0.0,Sameer Shende,N9ES-ECP 2.3.1.01 PMR SDK,French Office,Eugene
5777,mmunch,University of Wisconsin - Madison,UNIV,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,Madison
5778,cjchen,Texas A&M University,UNIV,United States of America,True,12750.0,10413.333055555557,75.0,0.0,Ramalingam Saravanan,Assessing the Influence of Background State and Climate Variability on Tropical Cyclones Using Initialized Ensembles and Mesh Refinement in E3SM,Atmospheric Sciences,College Station
5779,jacmir21,University of Texas at El Paso,UNIV,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",Physics ,El Paso
5780,dpcr,University of Texas at El Paso,UNIV,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",Physics,El Paso
5781,jchairez,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,404.94866666666667,0.0,350.0,0.0,Leonid Oliker,"RAPIDS2: a SciDAC Institute for Resource and Application Productivity through computation, Information",CSSP,Berkeley
5782,psavery,Kitware Inc,SMBUS,United States of America,True,170.9075,0.0,428.3161111111111,0.0,Colin Ophus,National Center for Electron Microscopy Hub,Scientific Computing,Clifton Park
5783,yingwang,Northeastern University,UNIV,United States of America,True,150.0,0.0,30.0,0.0,Yang Zhang,Earth System Modeling,Civil and Environmental Engineering,Boston
5784,agenova,Kitware Inc,SMBUS,United States of America,True,170.9075,0.0,428.3161111111111,0.0,Colin Ophus,National Center for Electron Microscopy Hub,HPC and Scientific Visualization,Clifton Park
5785,matthewl,Harvard University,UNIV,United States of America,True,475.0,0.0,54134.47388888889,1.1002777777777777,Alexander Tchekhovskoy,Effects of magnetic field and dynamical ejecta on compact object merger outflows and nucleosynthesis,CFA,Cambridge
5786,amandw,University of Michigan,UNIV,United States of America,True,47600.0,1257.128888888889,55000.0,59.57083333333333,Feliciano Giustino,Toward exascale computing of electron-phonon couplings for finite-temperature materials design,MSD,Ann Arbor
5787,longley,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,90000.0,0.0,60000.0,0.0,Tina Declerck,NERSC HPE/Cray Staff Accounts,Cloud and System Managmenet (CASM),Palo Alto
5788,svbrand,Scripps Institution of Oceanography,UNIV,United States of America,True,2200.0,0.0,75.0,0.0,Hailong Wang,High-Latitude Application and Testing (HiLAT) of Earth System Models & Regional Arctic System Model,Physical Oceanography,La Jolla
5789,jiaao,University of Texas at Austin,UNIV,United States of America,True,13931.0,2704.0202777777777,4307.0,0.3775,Graeme Henkelman,A Combined Experimental and Computational Approach to Understanding and Optimizing Nanoparticle/Supp,Chemistry,Austin
5790,joachimi,University College London,UNIV,United Kingdom of Great Britain and Northern Ireland,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics and Astronomy,London
5791,eeshanb,Northeastern University,UNIV,United States of America,True,50.0,0.0,100.0,0.0,Yang Zhang,Earth System Modeling,Civil and Environmental Engineering,Boston
5792,nthiros,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4268.916111111111,0.6672222222222223,450.0,0.0,Carl Steefel,Watershed Function SFA,EESA,Berkeley
5793,kmsurrao,Columbia University,UNIV,United States of America,True,10.0,5.066666666666666,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Physics,New York
5794,soumen,Oak Ridge National Laboratory,DOELAB,United States of America,True,91434.3,6061.425555555556,132.5,116.05583333333334,Ethan Coon,Advancing Watershed System Science using Machine Learning and Extreme-Scale Simulation,Environmental Sciences Division ,Oak Ridge
5795,kcadyper,Atmospheric & Environmental Research  Inc.,INDUSTRY,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Radiation and Climate,Lexington
5796,kgumpula,University of Chicago,UNIV,United States of America,True,0.0,0.0,0.0,0.0,,,Center for Data and Computing,Chicago
5797,koloskov,University of Chicago,UNIV,United States of America,True,0.0,0.0,0.0,0.0,,,CDAC,Chicago
5798,bolo,University of Wisconsin - Madison,UNIV,United States of America,True,0.0,0.0,0.0,0.0,,,Computer Sciences,Madison
5799,ashafi,Ohio State University,UNIV,United States of America,True,500.0,6.979444444444445,3000.0,0.0,Sameer Shende,N9ES-ECP 2.3.1.01 PMR SDK,Department of Computer Science and Engineering,Columbus
5800,tung,Academia Sinica Taiwan,OTHGOVLB,Taiwan,True,3500.0,783.5513888888889,150.0,0.0,Ke-Jung (Ken) Chen,Supernovae of Very Massive Stars,Astronomy,Nanking 
5801,yenhua,Academia Sinica Taiwan,OTHGOVLB,Taiwan,True,5000.0,778.2752777777778,150.0,0.0,Ke-Jung (Ken) Chen,Cosmological Impacts of the First Stars and Supernovae,Astronomy,Nanking 
5802,spanda,"Center for Theoretical Physics, Polish Academy of Sciences",OTHGOVLB,Poland,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,High Energy Astrophysics,Warsaw
5803,cadyp,Atmospheric & Environmental Research  Inc.,INDUSTRY,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),Radiation and Climate,Lexington
5804,sthorp,Stockholms Universitet,UNIV,Sweden,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Institute of Astronomy,Stockholm
5805,tswinb,Aix-Marseille University (AMU),UNIV,France,True,50.0,0.0,50.0,0.0,Rebecca Hartman-Baker,New Mathematics for the Exascale: Applications to Materials Science Tutorials,CINaM,Marseille
5806,physicsk,Oak Ridge National Laboratory,DOELAB,United States of America,True,3000.0,0.0,75.0,0.0,Mina Yoon,"First principles studies of growth mechanism, novel properties, and functionalization of quantum materials",Center for Nanophase Materials Sciences,Oak Ridge
5807,kwood,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,21000.0,0.0,130000.0,7046.871666666667,Dan Dwyer,DUNE - Deep Underground Neutrino Experiment,Physics,Berkeley
5808,bdavis,Kitware Inc,SMBUS,United States of America,True,1200.0,0.0,150.39111111111112,0.0,Emiley Eloe-Fadrosh,National Microbiome Data Collaborative,Data & Analytics,Clifton Park
5809,ztzhao21,University of California Davis,UNIV,United States of America,True,6000.0,3406.2575,75.0,0.0,Gergely Zimanyi,Exploring Si heterojunction solar cell degradation: Bulk and interface processes analyzed by simulations and experiments in order to develop mitigation strategies,Physocs,Davis
5810,bwhou,Yale University,UNIV,United States of America,True,10000.0,4492.339166666667,27650.289166666666,1276.6888888888889,Diana Qiu,Electronic and Optical Properties of Layered Materials for Energy Applications,Mechanical Engineering & Materials Science,New Haven
5811,adolfo05,Northwestern University,UNIV,United States of America,True,3400.0,0.0,75.0,0.0,Christopher Wolverton,Discovery of Materials for Energy Applications,Materials Science and Engineering,Evanston
5812,jparrish,Georgia Institute of Technology,UNIV,United States of America,True,825.9155055555555,441.4916666666667,262.5,0.0,Katherine Yelick,Partitioned Global Address Space Programming,School of Computer Science,Atlanta
5813,linyaoly,University of California Davis,UNIV,United States of America,True,213.5103333333333,0.7438888888888889,700.0,658.0825,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science","Department of Land, Air, and Water Resources",Davis
5814,njmecham,North Carolina State University,UNIV,United States of America,True,3225.0,0.0,75.0,0.0,Emilian Popov,DNS Simulations of Coolant Flow in the High Flux Isotope Reactor ,Nuclear Engineering,Raleigh
5815,anasena,Iowa State University,UNIV,United States of America,True,130.0,0.0,75.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,Department of Geological and Atmospheric Sciences ,Ames
5816,bprichar,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,11900.0,0.6419444444444444,14675.0,0.0338888888888888,Sudip Dosanjh,NERSC Staff Accounts,Conjruy,Berkeley
5817,gutmann,National Center for Atmospheric Research,OTHGOVLB,United States of America,True,2500.0,0.0,3075.0,0.0,Mark Wigmosta,Implementing Hydrologic Design to address Non-Stationary Climate,Research Applications Lab,Boulder
5818,qpnguyen,University of Oklahoma,UNIV,United States of America,True,2589.0,545.4177777777778,0.0,0.0,Bin Wang,Plasmonic Catalysis at the Interfaces,"Chemical, Biological and Material Engineering",Norman
5819,zjmullen,Kitware Inc,SMBUS,United States of America,True,1200.0,0.0,150.39111111111112,0.0,Emiley Eloe-Fadrosh,National Microbiome Data Collaborative,Data & Analytics,Clifton Park
5820,iabolotn,North Carolina State University,UNIV,United States of America,True,3225.0,0.0,75.0,0.0,Emilian Popov,DNS Simulations of Coolant Flow in the High Flux Isotope Reactor ,Nuclear Engineering,Raleigh
5821,kevinsg,University of Wisconsin - Madison,UNIV,United States of America,True,13000.0,0.0,26356.20097777777,11380.346111111112,Zhihong Lin,SciDAC ISEP: Integrated Simulation of Energetic Particle Turbulence and Transport,Physics & Astronomy,Madison
5822,xuanyiwu,Tsinghua University,UNIV,China,True,2000.0,32.60027777777778,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Department of Astronomy,Beijing
5823,iryan12,University of California Berkeley,UNIV,United States of America,True,2600.0,0.0,15000.0,0.0,Sinead Griffin,Theory and design of functional quantum materials,Physics,Berkeley
5824,shas1693,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,63028.81416666666,13.913055555555555,1240275.0,4949.215555555556,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,NERSC,Berkeley
5825,jacolonr,Duke University,UNIV,United States of America,True,383.53429166666666,0.0,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),Department of Physics,Durham
5826,yihaoz,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,300.0,0.0,600.0375277777778,0.0,Zarija Lukic,Large-Scale Structure of the Universe,Department of Physics,Berkeley
5827,madelynb,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,10900.0,0.0,1150000.0,0.0,Sudip Dosanjh,NERSC Staff Accounts,NERSC,Berkeley
5828,mvmnersc,"MemVerge, Inc.",INDUSTRY,United States of America,False,600.0,0.0,500.0,0.0,Sudip Dosanjh,NERSC Center Guest Accounts,Engineering,Milpitas
5829,rhliu,University of California Berkeley,UNIV,United States of America,True,550.0,202.77166666666668,950.0375277777778,0.0,Zarija Lukic,Large-Scale Structure of the Universe,Physics,Berkeley
5830,atanu,University of Pennsylvania,UNIV,United States of America,True,2000.0,1403.1961111111111,500.0,1.4930555555555556,Andrew Rappe,Computational study of properties and underlying physics of materials for energy applications,Chemistry,Philadelphia
5831,azenteno,NSF's National Optical-Infrared Astronomy Research Laboratory,OTHGOVLB,United States of America,True,1.0,0.0,100.0,0.0,Stephen Bailey,Cosmology Data Repository,Cerro Tololo,Tucson
5832,bleback,NVIDIA Corporation,INDUSTRY,United States of America,True,10000.0,0.0,5000.0,0.0,Sudip Dosanjh,NERSC Center Vendor Accounts,HPC SW,Santa Clara
5833,liangbo,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,38.511944444444445,1500.0,87.70194444444445,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,Center for Nanophase Materials Sciences,Oak Ridge
5834,mafol,Hewlett Packard Enterprise,INDUSTRY,United States of America,True,149.96274999999997,0.0,250.0,0.0,Xiangyang Ju,Machine Learning for HEP Tracking at Extreme Scales,AI Research Lab,Palo Alto
5835,klhui,Lamont-Doherty Earth Observatory,UNIV,United States of America,True,1800.0,0.0,0.0,0.0,Lai-Yung Ruby Leung,Water Cycle and Climate Extremes Modeling (WACCEM),Environmental Science and Engineering,Palisades
5836,amelie,Princeton University,UNIV,United States of America,True,5000.0,0.0,1761.75,0.0,Ian Bourg,Clay Mineral Surface Geochemistry,Civil and Environmental Engineering,Princeton
5837,esontarp,Princeton University,UNIV,United States of America,True,5000.0,0.0,1761.75,0.0,Ian Bourg,Clay Mineral Surface Geochemistry,Civil and Environmental Engineering,Princeton
5838,byzhang,University of California Santa Barbara,UNIV,United States of America,True,11836.0,0.0,75.0,0.0,Chris Van de Walle,First-principles modeling of nitride and oxide materials,Materials Department,Santa Barbara
5839,rsdunlap,National Center for Atmospheric Research,OTHGOVLB,United States of America,True,200.0,0.0,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),CGD,Boulder
5840,theurich,NOAA Earth System Research Laboratory,OTHGOVLB,United States of America,True,2000.0,1019.8366666666668,100.0,0.0,Lai-Yung Ruby Leung,Energy Exascale Earth System Modeling (E3SM),ESMF,Boulder
5841,kjc268,Cornell University,UNIV,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Astronomy ,Ithaca
5842,awvinson,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,54500.0,0.0,1150000.0,0.0,Sudip Dosanjh,NERSC Staff Accounts,Infrastructure Services Group,Berkeley
5843,bleis89,"Imperial College London, South Kensington campus",UNIV,United Kingdom of Great Britain and Northern Ireland,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,London
5844,tuh37331,Temple University,UNIV,United States of America,True,66250.0,35251.541666666664,75.0,0.0,Adrienn Ruzsinszky,Optoelectronic properties of bent two-dimensional materials from first-principles methods combined with machine learning,Physics,Philadelphia
5845,jjbuch,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Physics,Livermore
5846,ruoyiyin,University of California Berkeley,UNIV,United States of America,True,8962.0,0.0,1103.0,0.0,Stephen Leone,Simulated pump-probe attosecond dynamics  ,Physics,Berkeley
5847,hhegde,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,21.25,0.0,877.5,0.0,Lavanya Ramakrishnan,ScienceSearch: Automated Metadata Using Machine Learning,Berkeley Bioinformatics Open-source Projects (BBOP),Berkeley
5848,davismw,University of California Los Angeles (UCLA),UNIV,United States of America,True,11092.596111111112,0.0655555555555555,5625.0,0.0,Prineha Narang,"Nonequilbrium Dynamics, Light-Matter Interactions and Transport in Quantum Materials",SEAS,Los Angeles
5849,graemew,Diamond Light Source Limited,OTHGOVLB,United Kingdom of Great Britain and Northern Ireland,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,Scientific Software,Didcot
5850,nickd,Diamond Light Source Limited,OTHGOVLB,United Kingdom of Great Britain and Northern Ireland,True,1400.0,0.0,2000.0,0.0,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,Scientific Computing,Didcot
